"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"2/02/2018","7-Eleven","7-ELEVEN 35063 S. SAN FRANCICA","3.74","debit","Fast Food","Citi ThankYou Preferred","",""
"2/02/2018","Pantry By Byte","PANTRY BY BYTE FOODS SAN RAFAEL CA","5.58","debit","Food & Dining","Citi ThankYou Preferred","",""
"2/02/2018","Auntie Anne's","AUNTIE ANNE'S CA157 PLEASANTON CA","8.55","debit","Restaurants","Citi ThankYou Preferred","",""
"2/02/2018","Transfer to TOTAL CHECKING","ODP TRANSFER TO CHECKING  000000130055053","4.99","debit","Transfer","TOTAL CHECKING","",""
"2/02/2018","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CA         02/01","4.99","debit","Music","TOTAL CHECKING","",""
"2/02/2018","Transfer from CHASE PLUS SAVINGS","ODP TRANSFER FROM SAVINGS 000004356239412","4.99","credit","Transfer","TOTAL CHECKING","",""
"2/02/2018","Transfer to Hilton Honors Ascend Card","AMERICAN EXPRESS ACH PMT    A9600           WEB ID: 9493560001","78.00","debit","Credit Card Payment","TOTAL CHECKING","",""
"2/02/2018","Fremont Bank Loan","FREMONT BANK     LOAN PYMT  8001710543      WEB ID: 1941569025","2266.82","debit","Mortgage & Rent","TOTAL CHECKING","",""
"2/02/2018","Remitly Wa","REMITLY 877-526-4216 WA02/01","213.99","debit","Loan Payment","TOTAL CHECKING","",""
"2/02/2018","Syn Chrony Bank","Online Payment 6797106970 To SYNCHRONY BANK 02/02","160.00","debit","Credit Card Payment","TOTAL CHECKING","",""
"2/01/2018","Canteen Vending","USA*CANTEEN VENDING SAN LEANDRO CA","0.60","debit","Fast Food","Citi ThankYou Preferred","",""
"2/01/2018","IHOP","IHOP #0601 HAYWARD CA","39.33","debit","Restaurants","Citi ThankYou Preferred","",""
"2/01/2018","Lazy Dog Restaurant","LAZY DOG RESTAURANT 15 DUBLIN CA","77.42","debit","Restaurants","Citi ThankYou Preferred","",""
"2/01/2018","7-Eleven","7-ELEVEN 35063 S. SAN FRANCICA","5.73","debit","Fast Food","Citi ThankYou Preferred","",""
"2/01/2018","Ebmud Remitctr Ez","EBMUD-REMITCTR/EZ-PAY 866-403-2683 CA","248.09","debit","Utilities","Citi ThankYou Preferred","",""
"2/01/2018","Canteen Vending","USA*CANTEEN VENDING SAN LEANDRO CA","0.60","debit","Fast Food","Citi ThankYou Preferred","",""
"2/01/2018","7-Eleven","7-ELEVEN 35063 S. SAN FRANCICA","27.54","debit","Fast Food","Citi ThankYou Preferred","",""
"2/01/2018","Popeye's","POPEYE'S CHICKEN SOUTH SAN FANCA","14.40","debit","Restaurants","Citi ThankYou Preferred","",""
"2/01/2018","Transfer to Citi Forward Card","CMSVEND*CV BAY AREA VEN SAN JOSECA          01/31","0.60","debit","Credit Card Payment","TOTAL CHECKING","",""
"2/01/2018","Transfer to Citi Forward Card","CMSVEND*CV BAY AREA VEN SAN JOSECA          01/31","0.85","debit","Credit Card Payment","TOTAL CHECKING","",""
"2/01/2018","Transfer to Citi Forward Card","USA*CANTEEN VENDING SAN LEANDROCA           01/31","0.60","debit","Credit Card Payment","TOTAL CHECKING","",""
"2/01/2018","Togo's","TOGOS - SOUTH SAN FRAN S SAN FRAN CA         01/31","8.19","debit","Restaurants","TOTAL CHECKING","",""
"2/01/2018","Arco","ARCO 7119 MILLBRAE CA02/01","25.30","debit","Gas & Fuel","TOTAL CHECKING","",""
"2/01/2018","Online Transfer Chk","Online Transfer from  CHK ...5079 transaction#: 6781925587","60.00","credit","Transfer","TOTAL CHECKING","",""
"1/31/2018","Fearless Martial Arts Academy LLC","FEARLESS MARTIAL ARTS A CASTRO VALLEYCA","21.89","debit","Tuition","Citi ThankYou Preferred","",""
"1/31/2018","Fid Bkg Svc","FID BKG SVC LLC  MONEYLINEPPD ID: 0368004600","100.00","debit","Buy","TOTAL CHECKING","",""
"1/31/2018","Remitly Wa","REMITLY 877-526-4216 WA01/30","123.99","debit","Loan Payment","TOTAL CHECKING","",""
"1/31/2018","Remote Online Deposit","REMOTE ONLINE DEPOSIT #1","120.00","credit","Income","TOTAL CHECKING","",""
"1/30/2018","Canteen Vending","CMSVEND*CV BAY AREA VEND SAN JOSE CA","0.60","debit","Fast Food","Citi ThankYou Preferred","",""
"1/30/2018","Canteen Vending","USA*CANTEEN VENDING SAN LEANDRO CA","0.60","debit","Fast Food","Citi ThankYou Preferred","",""
"1/30/2018","Chevron","CHEVRON 0093283 CASTRO VALLEYCA","29.11","debit","Gas & Fuel","Citi ThankYou Preferred","",""
"1/30/2018","Nordstrom","NORDSTROM #0430 PLEASANTON CA","17.10","debit","Clothing","Citi ThankYou Preferred","",""
"1/30/2018","Canteen Vending","CMSVEND*CV BAY AREA VEND SAN JOSE CA","0.85","debit","Fast Food","Citi ThankYou Preferred","",""
"1/30/2018","Nordstrom","NORDSTROM #0430 PLEASANTON CA","34.25","debit","Clothing","Citi ThankYou Preferred","",""
"1/30/2018","Wal-Mart","WAL-MART #2161 PLEASANTON CA","68.71","debit","Shopping","Citi ThankYou Preferred","",""
"1/30/2018","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILLWA","82.74","debit","Shopping","Citi ThankYou Preferred","",""
"1/30/2018","Pantry By Byte","PANTRY BY BYTE FOODS SAN RAFAEL CA","2.79","debit","Food & Dining","Citi ThankYou Preferred","",""
"1/30/2018","Canteen Vending","USA*CANTEEN VENDING SAN LEANDRO CA","0.85","debit","Fast Food","Citi ThankYou Preferred","",""
"1/30/2018","Transfer to TOTAL CHECKING","ODP TRANSFER TO CHECKING  000000130055053","7.98","debit","Transfer","TOTAL CHECKING","",""
"1/30/2018","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CA         01/30","4.99","debit","Music","TOTAL CHECKING","",""
"1/30/2018","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CA         01/30","2.99","debit","Music","TOTAL CHECKING","",""
"1/30/2018","Transfer from CHASE PLUS SAVINGS","ODP TRANSFER FROM SAVINGS 000004356239412","7.98","credit","Transfer","TOTAL CHECKING","",""
"1/30/2018","PayPal","PAYPAL           INST XFER  PRETTYINBOW     WEB ID: PAYPALSI77","11.00","debit","Shopping","TOTAL CHECKING","",""
"1/29/2018","Cv Car Wash","76 - 76 CV CAR WASH CASTRO VALLEYCA","25.10","debit","Service & Parts","Citi ThankYou Preferred","",""
"1/29/2018","Kaiser Permanente","KAISER 02090173 UNION CITY CA","70.00","debit","Health Insurance","Citi ThankYou Preferred","",""
"1/29/2018","Pooja Threads Be","POOJA THREADS & BE CASTRO VALLEYCA","17.00","debit","Personal Care","Citi ThankYou Preferred","",""
"1/29/2018","Popeye's","POPEYE'S CHICKEN SOUTH SAN FANCA","11.57","debit","Restaurants","Citi ThankYou Preferred","",""
"1/29/2018","Applebees","APPLEBEES HACI21110200 DUBLIN CA","21.99","debit","Restaurants","Citi ThankYou Preferred","",""
"1/29/2018","Canteen Vending","USA*CANTEEN VENDING SAN LEANDRO CA","0.60","debit","Fast Food","Citi ThankYou Preferred","",""
"1/29/2018","Canteen Vending","USA*CANTEEN VENDING SAN LEANDRO CA","0.60","debit","Fast Food","Citi ThankYou Preferred","",""
"1/29/2018","Barnes & Noble","BARNES & NOBLE #2942 DUBLIN CA","14.68","debit","Books","Citi ThankYou Preferred","",""
"1/29/2018","USPS","USPS KIOSK 0533369550 HAYWARD CA","5.73","debit","Shipping","Citi ThankYou Preferred","",""
"1/29/2018","ATM Fee","NON-CHASE ATM WITHDRAW480859  01/27BAYFAIR-M","3.00","debit","ATM Fee","TOTAL CHECKING","",""
"1/29/2018","ATM Withdrawal","NON-CHASE ATM WITHDRAW480859  01/27BAYFAIR-M","80.00","debit","Cash & ATM","TOTAL CHECKING","",""
"1/29/2018","ATM Fee","NON-CHASE ATM FEE-WITH","2.50","debit","ATM Fee","TOTAL CHECKING","",""
"1/29/2018","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CA         01/29","9.99","debit","Music","TOTAL CHECKING","",""
"1/29/2018","Online Transfer Chk","Online Transfer from CHK ...5432transaction#: 6855957018","85.00","credit","Transfer","TOTAL CHECKING","",""
"1/29/2018","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CA         01/28","3.99","debit","Music","TOTAL CHECKING","",""
"1/29/2018","Odp Transfer Savings","ODP TRANSFER FROM SAVINGS 000004356239412","70.82","credit","Transfer","TOTAL CHECKING","",""
"1/29/2018","Haha Ramen Sushi","DOORDASH-HAHA RAMEN SU 6506819470 CA         01/26","56.34","debit","Restaurants","TOTAL CHECKING","",""
"1/29/2018","Odp Transfer Checking","ODP TRANSFER TO CHECKING  000000130055053","70.82","debit","Transfer","TOTAL CHECKING","",""
"1/29/2018","Online Transfer Chk","Online Transfer to CHK ...5053 transaction#: 6855957018 01/29","85.00","debit","Transfer","TOTAL CHECKING","",""
"1/29/2018","PayPal","PAYPAL           INST XFER  LITTLEINSPI     WEB ID: PAYPALSI77","18.59","debit","Shopping","TOTAL CHECKING","",""
"1/29/2018","PayPal","PAYPAL           INST XFER  ALESHIABEVE     WEB ID: PAYPALSI77","10.00","debit","Shopping","TOTAL CHECKING","",""
"1/26/2018","Linkage Bioscien Payroll","LINKAGE BIOSCIEN PAYROLLPPD ID: 9002417086","2666.83","credit","Paycheck","TOTAL CHECKING","",""
"1/26/2018","PayPal","PAYPAL           INST XFER  SNUGGLES221     WEB ID: PAYPALSI77","1.71","debit","Shopping","TOTAL CHECKING","",""
"1/26/2018","Specialist Staff Payroll","SPECIALIST STAFF PAYROLLPPD ID: 9008278637","3044.63","credit","Paycheck","TOTAL CHECKING","",""
"1/26/2018","Freedom Financia Ppd","FREEDOM FINANCIA PAYMENTPPD ID: V352240393","383.07","debit","Financial","TOTAL CHECKING","",""
"1/26/2018","Online Transfer Chk","Online Transfer to CHK ...5079 transaction#: 6853093273 01/26","500.00","debit","Transfer","TOTAL CHECKING","",""
"1/25/2018","Transfer to TOTAL CHECKING","ODP TRANSFER TO CHECKING  000000130055053","13.12","debit","Transfer","TOTAL CHECKING","",""
"1/25/2018","Transfer from CHASE PLUS SAVINGS","ODP TRANSFER FROM SAVINGS 000004356239412","13.12","credit","Transfer","TOTAL CHECKING","",""
"1/25/2018","Costco","GOOGLE *Costco g.co/helppay# CA01/24","76.15","debit","Shopping","TOTAL CHECKING","",""
"1/25/2018","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CA         01/25","9.99","debit","Music","TOTAL CHECKING","",""
"1/24/2018","Arco","ARCO 7119 MILLBRAE CA01/24","29.02","debit","Gas & Fuel","TOTAL CHECKING","",""
"1/24/2018","State Farm","STATE FARM RO 27 SFPPPPD ID: 9000307001","224.49","debit","Auto Insurance","TOTAL CHECKING","",""
"1/22/2018","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CA         01/20","7.99","debit","Music","TOTAL CHECKING","",""
"1/22/2018","PayPal","PAYPAL           INST XFER  BRITTNEYNMA     WEB ID: PAYPALSI77","5.00","debit","Shopping","TOTAL CHECKING","",""
"1/22/2018","Nordstrom","NORDSTROM        TRANSPPD ID: 9044013364","74.29","debit","Clothing","TOTAL CHECKING","",""
"1/19/2018","PayPal","PAYPAL           INST XFER  MOBSTERSLOB     WEB ID: PAYPALSI77","9.29","debit","Shopping","TOTAL CHECKING","",""
"1/18/2018","Account Maintenance Fee","MONTHLY SERVICE FEE","12.00","debit","Bank Fee","TOTAL CHECKING","",""
"1/18/2018","Pacific Gas & Electric","PGANDE           WEB ONLINE 87503387122917  WEB ID: 5940742640","269.50","debit","Utilities","TOTAL CHECKING","",""
"1/17/2018","Transfer from TOTAL CHECKING","Online Transfer from  CHK ...5432 transaction#: 6747122952","25.00","credit","Transfer","TOTAL CHECKING","",""
"1/17/2018","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CA         01/17","6.99","debit","Music","TOTAL CHECKING","",""
"1/17/2018","Transfer to CHASE PLUS SAVINGS","Online Transfer to  MMA ...9412transaction#: 6747122952 01/17","25.00","debit","Transfer","TOTAL CHECKING","",""
"1/17/2018","Citi Online Web","CITI CARD ONLINE PAYMENT    132542883388793 WEB ID: CITICTP","10317.21","debit","Credit Card Payment","TOTAL CHECKING","",""
"1/17/2018","Great Lakes Student","GREAT LAKES      STUDENT LNPPD ID: 9102000901","239.34","debit","Student Loan","TOTAL CHECKING","",""
"1/16/2018","Transfer to TOTAL CHECKING","Online Transfer to CHK ...5432 transaction#: 6827061501 01/16","4000.00","debit","Transfer","TOTAL CHECKING","",""
"1/16/2018","Transfer to TOTAL CHECKING","Online Transfer to CHK ...5432 transaction#: 6827060686 01/16","1000.00","debit","Transfer","TOTAL CHECKING","",""
"1/16/2018","Transfer from TOTAL CHECKING","Online Transfer from CHK ...5432transaction#: 6827060182","100.00","credit","Transfer","TOTAL CHECKING","",""
"1/16/2018","Transfer from TOTAL CHECKING","Online Transfer from CHK ...5432transaction#: 6827060117","100.00","credit","Transfer","TOTAL CHECKING","",""
"1/16/2018","Transfer to TOTAL CHECKING","Online Transfer to CHK ...5432 transaction#: 6827060054 01/16","100.00","debit","Transfer","TOTAL CHECKING","",""
"1/16/2018","Citi Autopay Web","CITI AUTOPAY     PAYMENT    082542851350886 WEB ID: CITICARDAP","162.00","debit","Bills & Utilities","TOTAL CHECKING","",""
"1/16/2018","PayPal","PAYPAL           INST XFER  BUTTERFLY71     WEB ID: PAYPALSI77","36.46","debit","Shopping","TOTAL CHECKING","",""
"1/16/2018","Remitly Wa","REMITLY 877-526-4216 WA01/14","208.99","debit","Loan Payment","TOTAL CHECKING","",""
"1/16/2018","Arco","ARCO 7119 MILLBRAE CA01/15","29.96","debit","Gas & Fuel","TOTAL CHECKING","",""
"1/16/2018","Transfer from CHASE PLUS SAVINGS","Online Transfer from MMA ...9412transaction#: 6827061501","4000.00","credit","Transfer","TOTAL CHECKING","",""
"1/16/2018","Transfer from CHASE PLUS SAVINGS","Online Transfer from MMA ...9412transaction#: 6827060686","1000.00","credit","Transfer","TOTAL CHECKING","",""
"1/16/2018","Transfer to TOTAL CHECKING","Online Transfer to CHK ...5053 transaction#: 6827060117 01/16","100.00","debit","Transfer","TOTAL CHECKING","",""
"1/16/2018","PayPal","PAYPAL           INST XFER  CLLAMAS         WEB ID: PAYPALSI77","18.00","debit","Shopping","TOTAL CHECKING","",""
"1/16/2018","Transfer to TOTAL CHECKING","Online Transfer to CHK ...5053 transaction#: 6827060182 01/16","100.00","debit","Transfer","TOTAL CHECKING","",""
"1/16/2018","Target","TARGET CARD SRVC AUTO PYMT  777700053458384 WEB ID: 1411721813","51.85","debit","Shopping","TOTAL CHECKING","",""
"1/16/2018","Transfer to Hilton Honors Surpass Card","AMERICAN EXPRESS ACH PMT    M8924           WEB ID: 2005032111","3940.23","debit","Credit Card Payment","TOTAL CHECKING","",""
"1/16/2018","Transfer from TOTAL CHECKING","Online Transfer from CHK ...5053transaction#: 6827060054","100.00","credit","Transfer","TOTAL CHECKING","",""
"1/12/2018","Interest","INTEREST PAYMENT","0.22","credit","Interest Income","TOTAL CHECKING","",""
"1/12/2018","Transfer to TOTAL CHECKING","ODP TRANSFER TO CHECKING  000000130055053","81.93","debit","Transfer","TOTAL CHECKING","",""
"1/12/2018","Savings Withdrawal Limit","SAVINGS WITHDRAWAL LIMIT FEE","5.00","debit","Fees & Charges","TOTAL CHECKING","",""
"1/12/2018","Transfer from CHASE PLUS SAVINGS","ODP TRANSFER FROM SAVINGS 000004356239412","81.93","credit","Transfer","TOTAL CHECKING","",""
"1/12/2018","Haha Ramen Sushi","DOORDASH-HAHA RAMEN SU 6506819470 CA         01/11","46.73","debit","Restaurants","TOTAL CHECKING","",""
"1/12/2018","Uber.com","UBER   *TIP EA3JR 800-592-8996 CA            01/12","4.00","debit","Rental Car & Taxi","TOTAL CHECKING","",""
"1/12/2018","Uber.com","UBER   *EATS EA3JR 800-592-8996CA           01/12","31.20","debit","Rental Car & Taxi","TOTAL CHECKING","",""
"1/12/2018","Specialist Staff Payroll","SPECIALIST STAFF PAYROLLPPD ID: 9008278637","1683.45","credit","Paycheck","TOTAL CHECKING","",""
"1/12/2018","Linkage Bioscien Payroll","LINKAGE BIOSCIEN PAYROLLPPD ID: 9002417086","2597.03","credit","Paycheck","TOTAL CHECKING","",""
"1/11/2018","Transfer to TOTAL CHECKING","ODP TRANSFER TO CHECKING  000000130055053","30.29","debit","Transfer","TOTAL CHECKING","",""
"1/11/2018","Transfer from CHASE PLUS SAVINGS","ODP TRANSFER FROM SAVINGS 000004356239412","30.29","credit","Transfer","TOTAL CHECKING","",""
"1/11/2018","Day One Book","DAY ONE BOOK 8019010556 UT01/10","30.29","debit","Books","TOTAL CHECKING","",""
"1/10/2018","Transfer to TOTAL CHECKING","ODP TRANSFER TO CHECKING  000000130055053","0.99","debit","Transfer","TOTAL CHECKING","",""
"1/10/2018","Transfer from CHASE PLUS SAVINGS","ODP TRANSFER FROM SAVINGS 000004356239412","0.99","credit","Transfer","TOTAL CHECKING","",""
"1/10/2018","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CA         01/10","0.99","debit","Music","TOTAL CHECKING","",""
"1/09/2018","PayPal","PAYPAL           INST XFER  PIERRERHODE     WEB ID: PAYPALSI77","10.00","debit","Shopping","TOTAL CHECKING","",""
"1/08/2018","Transfer to TOTAL CHECKING","ODP TRANSFER TO CHECKING  000000130055053","99.46","debit","Transfer","TOTAL CHECKING","",""
"1/08/2018","Transfer from CHASE PLUS SAVINGS","ODP TRANSFER FROM SAVINGS 000004356239412","99.46","credit","Transfer","TOTAL CHECKING","",""
"1/08/2018","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CA         01/07","9.99","debit","Music","TOTAL CHECKING","",""
"1/08/2018","Costco","GOOGLE *Costco g.co/helppay# CA01/06","89.47","debit","Shopping","TOTAL CHECKING","",""
"1/08/2018","PayPal","PAYPAL           INST XFER  JNB52398        WEB ID: PAYPALSI77","0.17","debit","Shopping","TOTAL CHECKING","",""
"1/08/2018","Crow Canyon 76","CROW CANYON CRK  01520155PPD ID: H942931438","486.00","debit","Gas & Fuel","TOTAL CHECKING","",""
"1/08/2018","ATM Withdrawal","ATM WITHDRAWAL008885  01/063449 CAST","500.00","debit","Cash & ATM","TOTAL CHECKING","",""
"1/08/2018","PayPal","PAYPAL           INST XFER  BSANKEN         WEB ID: PAYPALSI77","10.00","debit","Shopping","TOTAL CHECKING","",""
"1/07/2018","Interest Charge","PURCHASE INTEREST CHARGE","2.93","debit","Finance Charge","CREDIT CARD","",""
"1/05/2018","Transfer to TOTAL CHECKING","ODP TRANSFER TO CHECKING  000000130055053","22.16","debit","Transfer","TOTAL CHECKING","",""
"1/05/2018","Uber.com","UBER   *TIP IW4XG 800-592-8996 CA            01/05","2.00","debit","Rental Car & Taxi","TOTAL CHECKING","",""
"1/05/2018","Transfer from CHASE PLUS SAVINGS","ODP TRANSFER FROM SAVINGS 000004356239412","22.16","credit","Transfer","TOTAL CHECKING","",""
"1/05/2018","Uber.com","UBER   *EATS RYJOO 800-592-8996CA           01/05","20.16","debit","Rental Car & Taxi","TOTAL CHECKING","",""
"1/04/2018","Transfer to TOTAL CHECKING","ODP TRANSFER TO CHECKING  000000130055053","84.49","debit","Transfer","TOTAL CHECKING","",""
"1/04/2018","Transfer from TOTAL CHECKING","AUTOMATIC PAYMENT - THANK","25.00","credit","Credit Card Payment","CREDIT CARD","",""
"1/04/2018","Transfer from CHASE PLUS SAVINGS","ODP TRANSFER FROM SAVINGS 000004356239412","84.49","credit","Transfer","TOTAL CHECKING","",""
"1/04/2018","Haha Ramen Sushi","DOORDASH-HAHA RAMEN SU 6506819470 CA         01/03","70.09","debit","Restaurants","TOTAL CHECKING","",""
"1/04/2018","Uber.com","UBER   *TIP JNYIF 800-592-8996 CA            01/04","2.00","debit","Rental Car & Taxi","TOTAL CHECKING","",""
"1/04/2018","Uber.com","UBER   *EATS IW4XG 800-592-8996CA           01/04","28.15","debit","Rental Car & Taxi","TOTAL CHECKING","",""
"1/04/2018","PayPal","PAYPAL           INST XFER  COWBOYD4421     WEB ID: PAYPALSI77","21.99","debit","Shopping","TOTAL CHECKING","",""
"1/04/2018","PayPal","PAYPAL           INST XFER  BROOKESNOOK     WEB ID: PAYPALSI77","26.50","debit","Shopping","TOTAL CHECKING","",""
"1/04/2018","Transfer to CREDIT CARD","CHASE CREDIT CRD AUTOPAY    000000000105101 PPD ID: 4760039224","25.00","debit","Credit Card Payment","TOTAL CHECKING","",""
"1/04/2018","PayPal","PAYPAL           INST XFER  BAILEYMARVI     WEB ID: PAYPALSI77","10.00","debit","Shopping","TOTAL CHECKING","",""
"1/04/2018","Fremont Bank Loan","FREMONT BANK     LOAN PYMT  8001710543      WEB ID: 1941569025","2259.70","debit","Mortgage & Rent","TOTAL CHECKING","",""
"1/04/2018","Remitly Wa","REMITLY 877-526-4216 WA01/03","243.08","debit","Loan Payment","TOTAL CHECKING","",""
"1/04/2018","Syn Chrony Bank","Online Payment 6718432636 To SYNCHRONY BANK 01/04","160.00","debit","Credit Card Payment","TOTAL CHECKING","",""
"1/04/2018","Remitly Wa","REMITLY 877-526-4216 WA01/03","223.99","debit","Loan Payment","TOTAL CHECKING","",""
"1/04/2018","Specialist Staff Payroll","SPECIALIST STAFF PAYROLLPPD ID: 9008278637","1795.09","credit","Paycheck","TOTAL CHECKING","",""
"1/03/2018","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CA         01/03","0.99","debit","Music","TOTAL CHECKING","",""
"1/03/2018","Uber.com","UBER   *EATS JNYIF 800-592-8996CA           01/03","26.52","debit","Rental Car & Taxi","TOTAL CHECKING","",""
"1/03/2018","Comcast","COMCAST          CABLEPPD ID: 0000213249","128.54","debit","Television","TOTAL CHECKING","",""
"1/02/2018","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CA         01/01","6.99","debit","Music","TOTAL CHECKING","",""
"1/02/2018","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CA         12/30","2.99","debit","Music","TOTAL CHECKING","",""
"1/02/2018","Tapsilog Express","DOORDASH-TAPSILOG EXPR 6506819470 CA         12/30","52.42","debit","Restaurants","TOTAL CHECKING","",""
